,measure,medium,unit,economy,transport_type,vehicle_type,fuel,comment,scope,frequency,date,dataset,drive,value
3809,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2020,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,581305968.715169
3810,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2021,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,581305968.715169
3811,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2022,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,581305968.715169
3812,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2023,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_d,581305968.715169
3813,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2010,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3814,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2011,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3815,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2012,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3816,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2013,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3817,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2014,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3818,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2015,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3819,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2016,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3820,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2017,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3821,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2018,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3822,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2019,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3823,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2020,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3824,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2021,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3825,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2022,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3826,efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2023,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3827,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2010,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3828,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2011,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3829,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2012,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3830,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2013,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3831,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2014,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3832,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2015,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3833,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2016,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3834,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2017,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3835,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2018,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3836,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2019,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3837,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2020,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3838,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2021,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3839,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2022,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3840,new_vehicle_efficiency,road,km_per_pj,08_JPN,passenger,suv,all,usa_data,national,yearly,2023,manually_inputted_data_cleaned_road $ usa_alternative_fuels_data_center,phev_g,514455782.312925
3841,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,bev,7500.0
3842,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,bev,7500.0
3843,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,bev,7500.0
3844,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,bev,7500.0
3845,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,bev,7500.0
3846,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,bev,7500.0
3847,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,bev,7500.0
3848,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,bev,7500.0
3849,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,bev,7500.0
3850,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,bev,7500.0
3851,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,bev,7500.0
3852,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,bev,7500.0
3853,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,bev,7500.0
3854,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,bev,7500.0
3855,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,ice_d,7500.0
3856,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,ice_d,7500.0
3857,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,ice_d,7500.0
3858,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,ice_d,7500.0
3859,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,ice_d,7500.0
3860,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,ice_d,7500.0
3861,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,ice_d,7500.0
3862,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,ice_d,7500.0
3863,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,ice_d,7500.0
3864,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,ice_d,7500.0
3865,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,ice_d,7500.0
3866,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,ice_d,7500.0
3867,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,ice_d,7500.0
3868,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,ice_d,7500.0
3869,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,ice_g,7500.0
3870,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,ice_g,7500.0
3871,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,ice_g,7500.0
3872,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,ice_g,7500.0
3873,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,ice_g,7500.0
3874,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,ice_g,7500.0
3875,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,ice_g,7500.0
3876,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,ice_g,7500.0
3877,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,ice_g,7500.0
3878,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,ice_g,7500.0
3879,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,ice_g,7500.0
3880,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,ice_g,7500.0
3881,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,ice_g,7500.0
3882,mileage,road,km_per_stock,08_JPN,freight,2w,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,ice_g,7500.0
3883,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,bev,125000.0
3884,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,bev,125000.0
3885,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,bev,125000.0
3886,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,bev,125000.0
3887,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,bev,125000.0
3888,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,bev,125000.0
3889,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,bev,125000.0
3890,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,bev,125000.0
3891,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,bev,125000.0
3892,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,bev,125000.0
3893,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,bev,125000.0
3894,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,bev,125000.0
3895,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,bev,125000.0
3896,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,bev,125000.0
3897,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,cng,125000.0
3898,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,cng,125000.0
3899,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,cng,125000.0
3900,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,cng,125000.0
3901,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,cng,125000.0
3902,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,cng,125000.0
3903,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,cng,125000.0
3904,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,cng,125000.0
3905,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,cng,125000.0
3906,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,cng,125000.0
3907,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,cng,125000.0
3908,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,cng,125000.0
3909,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,cng,125000.0
3910,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,cng,125000.0
3911,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,fcev,125000.0
3912,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,fcev,125000.0
3913,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,fcev,125000.0
3914,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,fcev,125000.0
3915,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,fcev,125000.0
3916,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,fcev,125000.0
3917,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,fcev,125000.0
3918,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,fcev,125000.0
3919,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,fcev,125000.0
3920,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,fcev,125000.0
3921,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,fcev,125000.0
3922,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,fcev,125000.0
3923,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,fcev,125000.0
3924,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,fcev,125000.0
3925,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,ice_d,125000.0
3926,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,ice_d,125000.0
3927,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,ice_d,125000.0
3928,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,ice_d,125000.0
3929,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,ice_d,125000.0
3930,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,ice_d,125000.0
3931,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,ice_d,125000.0
3932,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,ice_d,125000.0
3933,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,ice_d,125000.0
3934,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,ice_d,125000.0
3935,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,ice_d,125000.0
3936,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,ice_d,125000.0
3937,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,ice_d,125000.0
3938,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,ice_d,125000.0
3939,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,ice_g,125000.0
3940,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,ice_g,125000.0
3941,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,ice_g,125000.0
3942,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,ice_g,125000.0
3943,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,ice_g,125000.0
3944,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,ice_g,125000.0
3945,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,ice_g,125000.0
3946,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,ice_g,125000.0
3947,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,ice_g,125000.0
3948,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,ice_g,125000.0
3949,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,ice_g,125000.0
3950,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,ice_g,125000.0
3951,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,ice_g,125000.0
3952,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,ice_g,125000.0
3953,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,lpg,125000.0
3954,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,lpg,125000.0
3955,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,lpg,125000.0
3956,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,lpg,125000.0
3957,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,lpg,125000.0
3958,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,lpg,125000.0
3959,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,lpg,125000.0
3960,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,lpg,125000.0
3961,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,lpg,125000.0
3962,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,lpg,125000.0
3963,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,lpg,125000.0
3964,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,lpg,125000.0
3965,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,lpg,125000.0
3966,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,lpg,125000.0
3967,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,phev_d,125000.0
3968,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,phev_d,125000.0
3969,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,phev_d,125000.0
3970,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,phev_d,125000.0
3971,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,phev_d,125000.0
3972,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,phev_d,125000.0
3973,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,phev_d,125000.0
3974,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,phev_d,125000.0
3975,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,phev_d,125000.0
3976,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,phev_d,125000.0
3977,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,phev_d,125000.0
3978,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,phev_d,125000.0
3979,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,phev_d,125000.0
3980,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,phev_d,125000.0
3981,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,phev_g,125000.0
3982,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,phev_g,125000.0
3983,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,phev_g,125000.0
3984,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,phev_g,125000.0
3985,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,phev_g,125000.0
3986,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,phev_g,125000.0
3987,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,phev_g,125000.0
3988,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,phev_g,125000.0
3989,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,phev_g,125000.0
3990,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,phev_g,125000.0
3991,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,phev_g,125000.0
3992,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2021,manually_inputted_data $ guess,phev_g,125000.0
3993,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2022,manually_inputted_data $ guess,phev_g,125000.0
3994,mileage,road,km_per_stock,08_JPN,freight,ht,all,no_comment,national,yearly,2023,manually_inputted_data $ guess,phev_g,125000.0
3995,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2010,manually_inputted_data $ guess,bev,75000.0
3996,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2011,manually_inputted_data $ guess,bev,75000.0
3997,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2012,manually_inputted_data $ guess,bev,75000.0
3998,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2013,manually_inputted_data $ guess,bev,75000.0
3999,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2014,manually_inputted_data $ guess,bev,75000.0
4000,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2015,manually_inputted_data $ guess,bev,75000.0
4001,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2016,manually_inputted_data $ guess,bev,75000.0
4002,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2017,manually_inputted_data $ guess,bev,75000.0
4003,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2018,manually_inputted_data $ guess,bev,75000.0
4004,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2019,manually_inputted_data $ guess,bev,75000.0
4005,mileage,road,km_per_stock,08_JPN,freight,lcv,all,no_comment,national,yearly,2020,manually_inputted_data $ guess,bev,75000.0
